time,wiops,latency,dispatch
1730818531403401651,50000,1.620073252063631,9.540232684041085
1730818531503401829,50000,1.6195054945054945,47.15991605534943
1730818531603402077,50000,1.5839506172839506,51.31987272671564
1730818531703402275,50000,1.8026509572901326,48.95990305939194
1730818531803402423,50000,1.6375209380234506,48.87992765770707
1730818531903402651,50000,1.6260811709913505,48.8798885538541
1730818532003402980,50000,1.6422601136743564,49.11983839573168
1730818532103403168,50000,1.5875284183176357,48.87990810577276
1730818532203403526,50000,1.566388710711995,48.839825153425956
1730818532303403865,50000,1.7184771219001047,49.19983321256541
1730818532403403802,50000,1.61892247043364,49.280031046419566
1730818532503404081,50000,1.8277327153341059,47.31986797756834
1730818532603404139,50000,1.7357459883919426,50.839970512817104
1730818532703404086,50000,1.5681528662420383,49.240026097213835
1730818532803404405,50000,1.7431906614785992,49.279842797301484
1730818532903404463,50000,1.7109103544127866,49.23997144081657
1730818533003404551,50000,1.6521155137676293,49.19995670403811
1730818533103404829,50000,1.6133464180569186,49.31986289078117
1730818533203404957,50000,1.6044458973520759,49.07993717768042
1730818533303405446,50000,1.8119030124908155,49.319758826379335
1730818533403440699,45000,1.5865633074935401,49.10268982875467
1730818533503440998,45000,1.5976447497546615,48.839853968836636
1730818533603441076,45000,1.7607449856733524,49.15996165522991
1730818533703441234,45000,1.6875430144528563,49.039922516922424
1730818533803441492,45000,1.6203367448002641,49.079873373926695
1730818533903441700,45000,1.61133069828722,48.919898246611645
1730818534003441798,45000,1.608909269570914,49.11995186244718
1730818534103442277,45000,1.6240105540897098,49.23976414152976
1730818534203442495,45000,1.7480314960629921,48.83989352903211
1730818534303442653,45000,1.5536423841059603,46.91992586651713
1730818534403442982,45000,2.0502592740327086,51.39983089455636
1730818534503443140,45000,1.6029860875466577,47.23992536091793
1730818534603443318,45000,1.6151658767772512,51.119909006561976
1730818534703443536,45000,1.5725728933034284,49.079893005833256
1730818534803443614,45000,1.5683774306662417,49.19996162402993
1730818534903443992,45000,1.8356266269988843,49.35981341990527
1730818535003443980,45000,1.6823361823361824,47.24000566880068
1730818535103444228,45000,1.5876352395672333,51.359872627515884
1730818535203444386,45000,1.5880829015544042,49.039922516922424
1730818535303444695,45000,1.7152875175315567,48.91984883766709
1730818535403444803,40000,1.5650510204081634,49.079946993657245
1730818535503444971,40000,1.8132530120481927,48.15991909133592
1730818535603445159,40000,1.5198165738617753,46.399912768164
1730818535703445407,40000,1.6607142857142858,52.07987084192031
1730818535803445686,40000,1.8187199408065113,49.15986284398267
1730818535903445794,40000,1.7635644987423644,49.079946993657245
1730818536003445972,40000,0.0,0.0
1730818536103446240,40000,3.2471507652230542,99.71973275111624
1730818536203446598,40000,1.6395193591455273,49.11982415102954
1730818536303446716,40000,1.6422601136743564,49.119942038468395
1730818536403446814,40000,1.8330213403219768,48.95995201924703
1730818536503446912,40000,1.5860510171133355,49.11995186244718
1730818536603447281,40000,1.6164102564102565,47.31982538984432
1730818536703447559,40000,1.6670293797606093,45.91987234275489
1730818536803447647,40000,1.7648667122351334,51.639954556839996
1730818536903447625,40000,1.7204737732656514,50.840011184802464
1730818537003447623,40000,1.5864539238033213,48.72000097440002
1730818537103447741,40000,1.5879856349983676,48.63994260486773
1730818537203447879,40000,1.784570596797671,49.03993232489339
1730818537303448077,40000,1.61769789146215,46.79990733618347
1730818537403448255,35000,1.7356948228882834,50.95990929136146
1730818537503448603,35000,1.5853976531942633,48.63983073338905
1730818537603448782,35000,1.5573197840584312,49.039912218557134
1730818537703449090,35000,1.6028739386022208,49.079848834065594
1730818537803449098,35000,1.6078817733990147,48.959996083200316
1730818537903449116,35000,1.870110140524117,49.2399911368016
1730818538003449093,35000,1.8263760620613225,49.440011371202615
1730818538103449342,35000,1.6691525423728815,49.239877392705296
1730818538203449710,35000,1.5873425896028415,49.15981909186574
1730818538303449738,35000,1.6104575163398693,49.27998620160386
1730818538403450196,35000,1.5992217898832686,49.319774115434555
1730818538503450355,35000,1.6031280547409579,49.199921772124384
1730818538603450372,35000,1.6484940907357988,43.23999264920125
1730818538703450581,35000,1.7782088587132234,54.999885050240245
1730818538803450959,35000,1.5905356556030232,48.39981704869156
1730818538903451017,35000,1.7491240364400842,49.9199710464168
1730818539003451415,35000,2.037328909166321,49.11980450317808
1730818539103451543,35000,1.4740673339399455,48.59993779207963
1730818539203451962,35000,1.923108053419668,47.51980089203427
1730818539303452280,35000,1.6303010683068955,50.35983985570926
1730818539403452509,30000,1.8255137650252036,47.079892187046894
1730818539503452526,30000,1.7969952363503114,49.03999166320142
1730818539603452604,30000,1.631456181272909,48.95996181122979
1730818539703453013,30000,1.4373333333333334,43.119823639921314
1730818539803453171,30000,1.7004691447131,47.11992555051763
1730818539903453379,30000,1.6219931271477663,47.199901824204204
1730818540003453477,30000,1.448,43.43995742884172
1730818540103453525,30000,1.5321637426900585,47.15997736321087
