time,wiops,latency,dispatch
1730818492396881039,50000,1.5634626737508721,9.383051119325211
1730818492496881498,50000,1.9723127035830619,48.439777661420536
1730818492596881756,50000,1.738575982996812,48.99987358032616
1730818492696881924,50000,1.6691525423728815,49.239917276938975
1730818492796882052,50000,1.5631313131313131,49.51993661448114
1730818492896882511,50000,1.6904927133934768,48.87977564182981
1730818492996882609,50000,1.5483464566929135,49.039951940847104
1730818493096882847,50000,1.5850032320620555,49.039883285077785
1730818493196883215,50000,1.625,47.79982409664733
1730818493296883243,50000,3.5652787579393084,50.55998584320396
1730818493396883421,50000,1.5027692307692309,48.79991313615462
1730818493496883689,50000,1.6403069736403069,49.15986825155309
1730818493596883747,50000,1.5784753363228698,49.35997137121661
1730818493696883895,50000,1.6052373158756137,48.99992748010733
1730818493796884094,50000,1.8459225854941752,49.11990225139452
1730818493896884051,50000,1.5891121192482178,49.00002107000906
1730818493996884009,50000,1.7032967032967032,49.60002083200875
1730818494096884287,50000,1.589876703439325,49.15986333557993
1730818494196884265,50000,1.578870139398386,42.880009433602076
1730818494296884503,50000,1.8134034165571615,55.35986824351358
1730818494396921320,45000,1.780195865070729,48.901995752223904
1730818494496921648,45000,1.5674463313040692,48.919839542926304
1730818494596921867,45000,1.6504528681650452,49.27989207703635
1730818494696922215,45000,1.789666544521803,48.7598303157905
1730818494796922223,45000,1.5768860353130016,49.19999606400032
1730818494896922361,45000,1.571658615136876,48.799932656092935
1730818494996922439,45000,1.668747704737422,45.3599646192276
1730818495096922697,45000,1.7454308093994777,53.599861712356784
1730818495196922695,45000,1.522090852520224,48.80000097600002
1730818495296922843,45000,1.7195301027900147,46.8399306769026
1730818495396922981,45000,1.5847196549599507,51.47992895769804
1730818495496922909,45000,1.6041871115472686,49.12003536642546
1730818495596922896,45000,1.7737881508078994,49.360006416800836
1730818495696922924,45000,1.6165462902166776,49.19998622400386
1730818495796923052,45000,1.5919558871229322,49.11993712648049
1730818495896923230,45000,1.7958545170121236,45.95991819134562
1730818495996923429,45000,1.6220570012391573,52.23989604260688
1730818496096923627,45000,1.5926773455377574,48.83990329699147
1730818496196923785,45000,1.5919818946007114,49.119922390522625
1730818496296923963,45000,1.8235950874581317,48.999912780155256
1730818496396924061,40000,1.6789115646258503,49.39995158804744
1730818496496924249,40000,1.6020786933927245,43.11991893455241
1730818496596924237,40000,1.6473401075911536,55.16000661920079
1730818496696924385,40000,1.559493670886076,49.23992712490786
1730818496796924653,40000,1.902194840200231,49.39986760835481
1730818496896924961,40000,1.6177429876060012,49.63984710927091
1730818496996925290,40000,1.810850439882698,49.35983760613428
1730818497096925368,40000,1.6110381077529565,49.03996174882983
1730818497196925656,40000,1.57184,49.11985853480742
1730818497296925774,40000,1.662019721183271,49.03994213286828
1730818497396926072,40000,1.5600384245917387,48.55985529163123
1730818497496926211,40000,1.6329787234042554,49.279931500895216
1730818497596926359,40000,1.6206333659810643,49.55992665130856
1730818497696926577,40000,1.7688821752265862,46.75989806342223
1730818497796926755,40000,2.0643604183427193,51.31990865056261
1730818497896926983,40000,2.4627539503386005,43.63990050102686
1730818497996927201,40000,2.1796783052177324,55.639878705064426
1730818498096927299,40000,1.6617050067658998,49.11995186244718
1730818498196927578,40000,1.7651296829971181,48.9198635135808
1730818498296927656,40000,6.004705882352941,51.1199601264311
1730818498396927884,35000,1.5726275016139444,48.67988900985306
1730818498496928112,35000,1.598443074927019,49.359887459456594
1730818498596928280,35000,1.5638331741483604,49.03991761293841
1730818498696928598,35000,1.6151832460732984,49.35984303569915
1730818498796928616,35000,1.6144499178981937,49.159991151201595
1730818498896928554,35000,1.7086042065009561,44.64002767681716
1730818498996928772,35000,1.68196103079824,53.55988323945454
1730818499096929141,35000,1.8480060195635817,49.07981889546828
1730818499196929369,35000,1.57952,49.399887368256806
1730818499296929467,35000,1.7106918238993711,49.039951940847104
1730818499396929825,35000,1.5205691308382308,49.03982443742852
1730818499496930134,35000,1.8252856616291928,49.5598468600732
1730818499596930332,35000,1.7658045977011494,49.15990266339273
1730818499696930660,35000,1.701038062283737,49.159838755728885
1730818499796930828,35000,1.5482233502538072,48.87991788173796
1730818499896930906,35000,1.6619528619528618,49.31996153043001
1730818499996930864,35000,1.655682582380632,49.320020714408706
1730818500096930952,35000,2.060909470171047,49.279956633638164
1730818500196931140,35000,2.5991561181434597,49.35990720337446
1730818500296931178,35000,3.025766871165644,49.27998127360712
1730818500396931346,30000,2.914048606994665,49.159917411338746
1730818500496931594,30000,1.6795353604373078,49.07987828190186
1730818500596931762,30000,1.637942551770207,49.03991761293841
1730818500696931900,30000,1.5470806614917314,45.919936630487456
1730818500796931998,30000,1.632298965632299,48.83995213684691
1730818500896932397,30000,1.508,45.23981949312022
1730818500996932595,30000,1.6728869374313942,45.79990931617956
1730818501096932663,30000,1.6325985303941215,48.79996681602257
1730818501196932851,30000,1.5684021543985638,43.79991765615481
1730818501296932889,30000,1.6826304503216583,46.95998215520679
1730818501396932877,30000,1.7719419488597097,51.32000615840074
1730818501496933205,30000,1.8330849478390463,49.159838755728885
1730818501596933463,30000,2.037144036318613,49.519872238729626
1730818501696933451,30000,1.654843110504775,48.4800058176007
1730818501796933429,30000,1.679945054945055,48.92001076240237
1730818501896933427,30000,1.5757171447631755,47.120000942400026
1730818501996933735,30000,1.671182716953497,45.71985918283372
1730818502096933793,30000,1.6424991647176745,49.15997148721654
1730818502196934001,30000,1.887187751813054,46.7599027394023
1730818502296934229,30000,1.5735735735735736,47.15989247544516
1730818502396934247,25000,1.4293333333333333,42.87999228160139
1730818502496934505,25000,1.416,35.39990866823563
1730818502596934443,25000,1.328,33.20002058401276
1730818502696934611,25000,1.3296,33.23994415689381
1730818502796934739,25000,1.408,35.19995494405767
1730818502896934777,25000,1.3424,33.55998724720485
1730818502996934885,25000,1.3312,33.27996405763882
1730818503096935283,25000,1.3872,34.67986197414935
1730818503196935442,25000,1.4112,35.279943904889194
1730818503296935800,25000,1.7322709163346615,43.47984434215726
1730818503396935898,25000,2.464034613304489,45.5999553120438
1730818503496936016,25000,2.0255249073692876,49.15994199126845
1730818503596936094,25000,1.9767721265518623,49.43996143683008
1730818503696936532,25000,1.6848,42.03981586560651
1730818503796936671,25000,1.4896,37.23994823647195
1730818503896937039,25000,1.496,37.39986236850648
1730818503996936967,25000,2.039532794249775,45.480032745623575
1730818504096937005,25000,1.7204645574689628,42.87998370560619
1730818504196937062,25000,1.4112,35.27997989041146
1730818504296937070,25000,1.408,35.199997184000225
1730818504396937268,20000,1.4656,36.639927452943645
1730818504496937446,20000,1.478,29.55994738329366
1730818504596937755,20000,1.87,37.3998844343571
1730818504696937743,20000,1.548,30.960003715200447
1730818504796937861,20000,1.378,27.559967479238374
1730818504896938159,20000,1.46,29.199912984259306
1730818504996938347,20000,1.274,25.47995209769006
1730818505096938475,20000,1.24,24.799968256040636
1730818505196938643,20000,1.268,25.359957395271575
1730818505296938891,20000,1.252,25.039937900954005
1730818505396939060,20000,1.558,31.159947339688998
1730818505496939348,20000,1.254,25.079927769808023
1730818505596939316,20000,1.302,26.040008332802667
1730818505696939414,20000,1.226,24.519975970423552
1730818505796939552,20000,1.572,31.439956612859877
1730818505896939569,20000,1.326,26.519995491600767
1730818505996939707,20000,1.21,24.19996660404609
1730818506096940096,20000,1.276,25.51990072758617
1730818506196940134,20000,1.284,25.67999024160371
1730818506296940342,20000,1.19,23.79995049610297
1730818506396940480,15000,1.558,31.159956999259343
1730818506496940738,15000,1.1573333333333333,17.359955211315555
1730818506596940906,15000,1.08,16.199972784045723
1730818506696941145,15000,1.1626666666666667,17.43995831849962
1730818506796941203,15000,1.016,15.239991160805127
1730818506896941371,15000,1.5573333333333332,23.35996075526593
1730818506996941419,15000,1.152,17.279991705603983
1730818507096941527,15000,1.072,16.079982633618755
1730818507196941725,15000,1.1653333333333333,17.47996538966853
1730818507296941943,15000,1.016,15.239966776872429
1730818507396941901,15000,1.1733333333333333,17.600007392003107
1730818507496941918,15000,1.4453333333333334,21.679996314400626
1730818507596941946,15000,1.4373333333333334,21.55999396320169
1730818507696941824,15000,1.288,19.320023570428756
1730818507796942152,15000,1.5146666666666666,22.71992547864443
1730818507896942220,15000,1.1653333333333333,17.479988113608083
1730818507996942689,15000,1.1813333333333333,17.71991689358977
1730818508096942907,15000,1.4213333333333333,21.319953522501322
1730818508196942855,15000,1.192,17.880009297604836
1730818508296943033,15000,1.5039787798408488,22.67995962967186
1730818508396943441,10000,1.5706666666666667,23.559903875592187
1730818508496943710,10000,1.236,12.35996675168944
1730818508596943868,10000,0.98,9.799984516024464
1730818508696944026,10000,0.952,9.519984958423766
1730818508796944324,10000,1.424,14.239957564926456
1730818508896944502,10000,0.908,9.07998383762877
1730818508996944730,10000,0.944,9.439978476849074
1730818509096944808,10000,1.18,11.79999079600718
1730818509196944946,10000,1.144,11.439984212821788
1730818509296945044,10000,0.872,8.719991454408374
1730818509396945263,10000,0.868,8.67998099084163
1730818509496945320,10000,1.348,13.47999231640438
1730818509596945729,10000,0.864,8.63996466254453
1730818509696945987,10000,0.88,8.799977296058575
1730818509796946005,10000,0.828,8.279998509600269
1730818509896945933,10000,0.908,9.080006537604707
1730818509996946131,10000,0.912,9.119981942435754
1730818510096946549,10000,0.948,9.479960373765637
1730818510196946607,10000,0.816,8.159995267202746
1730818510296946896,10000,1.248,12.479963932904235
1730818510396947124,8000,0.852,8.519980574444292
1730818510496947562,8000,0.71,5.679975121708968
1730818510596947550,8000,0.715,5.720000686400082
1730818510696947638,8000,0.725,5.799994896004492
1730818510796947886,8000,0.74,5.91998531843641
1730818510896948125,8000,0.72,5.759986233632902
1730818510996948333,8000,0.7,5.599988352024228
1730818511096948421,8000,0.705,5.639995036804368
1730818511196948489,8000,0.725,5.799996056002682
1730818511296948757,8000,0.96,7.6799794176551615
1730818511396948985,8000,1.015,8.119981486442212
1730818511496949143,8000,0.725,5.799990836014479
1730818511596949422,8000,1.15,9.199974332071614
