time,wiops,latency,dispatch
1730818570409352544,50000,2.09009009009009,9.414520797565412
1730818570509352662,50000,1.4744661095636027,47.67994373766639
1730818570609352950,50000,1.5647766867279063,49.39985772840974
1730818570709353038,50000,1.6918844566712516,49.119956774438045
1730818570809352986,50000,1.8014527845036319,44.60002319201207
1730818570909353024,50000,1.6888604353393086,52.759979951207626
1730818571009353172,50000,2.3374942209893668,50.7199249345111
1730818571109353300,50000,1.637258117415546,49.95993605128186
1730818571209353478,50000,1.563366655917446,48.319913990553104
1730818571309353516,50000,1.7308889657557938,50.079980969607234
1730818571409353494,50000,1.5370957514267596,48.44001065680234
1730818571509353572,50000,1.7424188369603997,48.79996193602969
1730818571609353650,50000,1.6963423050379571,49.23996159282996
1730818571709353958,50000,1.5413771320277954,48.83984957326332
1730818571809354106,50000,1.6960110041265475,49.19992718410777
1730818571909354234,50000,1.6395663956639566,48.399938048079306
1730818572009354562,50000,1.6290956749672345,49.71983691893491
1730818572109354670,50000,2.01453957996769,50.07994591365841
1730818572209355019,50000,1.528005034612964,48.43983094499
1730818572309355027,50000,1.64200140944327,46.5199962784003
1730818572409383568,45000,2.264183629276743,52.385048783226786
1730818572509383756,45000,1.6620759153510245,49.399907128174604
1730818572609384034,45000,1.5485098287888395,48.87986411397777
1730818572709384273,45000,1.847970479704797,50.079880309086064
1730818572809384531,45000,1.4474474474474475,48.199875644320834
1730818572909384679,45000,1.8201915991156963,49.35992694730812
1730818573009384807,45000,1.5796588348889604,49.11993712648049
1730818573109384875,45000,1.6050156739811912,45.99996872002127
1730818573209385243,45000,2.4876871076774507,51.51981040709771
1730818573309385421,45000,1.7209302325581395,50.35991035935957
1730818573409385760,45000,2.9236276849642007,48.99983389056311
1730818573509386068,45000,2.7124463519313307,50.51984439887926
1730818573609386046,45000,1.8035450516986706,48.88001075360236
1730818573709386354,45000,1.7574239713774598,49.19984846446673
1730818573809386432,45000,1.7705643673921063,47.87996265362913
1730818573909386911,45000,1.729281767955801,50.15975973475087
1730818574009387209,45000,1.6192994051553204,48.95985409963478
1730818574109387508,45000,1.6070038910505837,49.55985181604307
1730818574209387826,45000,1.9029275808936825,49.43984278129996
1730818574309388014,45000,1.662771285475793,49.759906451375876
1730818574409426594,40000,1.7337979094076654,49.74080999550374
1730818574509426762,40000,1.6426416359369762,49.159917411338746
1730818574609426770,40000,1.6013201320132013,48.31999613440031
1730818574709426868,40000,1.5718891038039975,48.759952215246834
1730818574809427036,40000,1.614442295293359,50.119915798541456
1730818574909427144,40000,1.878300803673938,49.0399470368572
1730818575009427463,40000,1.590703679793415,49.35984254210229
1730818575109427791,40000,2.0104543626859672,49.99983600053792
1730818575209427909,40000,1.4912224704755825,46.63994496486494
1730818575309428047,40000,1.7164229853791229,50.599930172096364
1730818575409427985,40000,1.7573342991669685,48.400030008018604
1730818575509427983,40000,1.5867558102515122,49.92000099840003
1730818575609427970,40000,1.6049705689993459,49.00000637000083
1730818575709428068,40000,1.6891938250428817,49.319951666447366
1730818575809428036,40000,1.721431052448767,49.56001585920508
1730818575909428084,40000,1.548847776695878,47.63997713281098
1730818576009428152,40000,2.3445149592021757,51.71996483042392
1730818576109428580,40000,1.6845110635260527,47.199797984864624
1730818576209428708,40000,1.6056428342417441,50.15993579528219
1730818576309428746,40000,1.5893610120012975,48.99998138000708
1730818576409429055,35000,1.6948453608247422,49.359847478071295
1730818576509429092,35000,1.5587392550143266,48.839981929206694
1730818576609429160,35000,1.6678012253233492,48.99996668002266
1730818576709429469,35000,1.5825396825396825,39.879876771180776
1730818576809429517,35000,1.8846277795681599,58.55997189121349
1730818576909429835,35000,1.643908969210174,49.27984329009834
1730818577009429903,35000,1.6557321609739601,48.71996687042253
1730818577109430101,35000,1.638879514006075,48.59990377219053
1730818577209430139,35000,1.6623574144486692,43.679983401606314
1730818577309430157,35000,2.1699960830395613,55.399990028001795
1730818577409430375,35000,1.7144876325088338,48.55989413943078
1730818577509430293,35000,3.202588996763754,49.480040573633275
1730818577609430421,35000,3.411195577055978,49.31993687048081
1730818577709430769,35000,1.6775631500742942,45.1598428437469
1730818577809430947,35000,1.9445444724522867,54.039903808971225
1730818577909431075,35000,1.6335361730899256,48.399938048079306
1730818578009431313,35000,1.5582329317269077,42.55989870744108
1730818578109431501,35000,1.7694027467262856,55.43989577299595
1730818578209431609,35000,1.8832745789267529,48.03994811685604
1730818578309431687,35000,1.6261742792355036,50.23996081283057
1730818578409432056,30000,1.586411889596603,37.319862289708155
1730818578509432104,30000,2.008,60.23997108481388
1730818578609432192,30000,1.6116910229645094,46.3599592032359
1730818578709432410,30000,1.5790533736153072,46.999897540223365
1730818578809432668,30000,1.7631683168316832,44.51988513869634
1730818578909432846,30000,1.6421192935688105,49.27991228175614
1730818579009433095,30000,2.0457604306864066,45.599886456282725
1730818579109433423,30000,2.500350385423966,35.67988296998386
1730818579209433531,30000,2.9422098936662042,63.67993122567428
1730818579309433639,30000,1.8077203204661325,49.679946345657946
1730818579409433857,30000,1.614765100671141,48.03989527302831
1730818579509433905,30000,1.92901878914405,46.27997778561067
1730818579609434003,30000,1.7412105835447627,47.95995299924606
1730818579709434492,30000,1.5968010663112295,47.91976567234586
1730818579809434529,30000,1.5133333333333334,45.39998320200622
1730818579909434678,30000,1.4935382465944813,42.759936287694934
1730818580009434745,30000,1.7273041076976183,50.039966473222464
1730818580109434803,30000,1.7372406980572934,52.839969352817775
1730818580209435062,30000,1.7288857345635202,48.71987381552682
1730818580309435460,30000,1.5774269398723548,46.8798134183426
1730818580409435468,25000,1.6693026599568657,46.4399962848003
1730818580509435446,25000,1.6236989591673339,40.56000892320196
1730818580609435614,25000,1.4048,35.119940998499125
1730818580709435712,25000,1.352,33.799966876032464
1730818580809435980,25000,1.3264,33.15991113143817
1730818580909436068,25000,1.4784,36.95996747522862
1730818581009436296,25000,1.7480950246526221,38.99991108020274
1730818581109436665,25000,1.8376649340263895,45.9598304082258
1730818581209436953,25000,1.4032,35.07989896989097
1730818581309436941,25000,1.4096,35.24000422880051
1730818581409437249,25000,1.3952,34.87989256993089
1730818581509437367,25000,1.3344,33.35996063524645
1730818581609437706,25000,1.4992,37.479872943230724
1730818581709437944,25000,1.3584,33.959919175392365
1730818581809438172,25000,1.3504,33.7599230273755
1730818581909438540,25000,1.3712,34.279873850064234
1730818582009438618,25000,1.328,33.1999741040202
1730818582109438887,25000,1.416,35.399904774256164
1730818582209439305,25000,1.3296,33.23986105738078
1730818582309439243,25000,1.4192,35.48002199761364
1730818582409439361,20000,1.4128,35.31995832244918
1730818582509439649,20000,1.286,25.71992592661333
1730818582609439837,20000,1.18,23.599955632083415
1730818582709439825,20000,1.288,25.76000309120037
1730818582809439813,20000,1.264,25.280003033600362
1730818582909439801,20000,1.178,23.56000282720034
1730818583009439969,20000,1.278,25.55995705927214
1730818583109440347,20000,1.174,23.47991124593549
1730818583209440616,20000,1.278,25.559931243784956
1730818583309440724,20000,1.198,23.959974123227948
1730818583409440771,20000,1.382,27.639987009206106
1730818583509440980,20000,1.188,23.759950341703785
1730818583609441368,20000,1.374,27.479893378013692
1730818583709441606,20000,1.376,27.519934502555884
1730818583809441915,20000,1.178,23.55992719982495
1730818583909442113,20000,1.33,26.599947332104282
1730818584009442101,20000,1.184,23.68000284160034
1730818584109442068,20000,1.24,24.800008184002703
1730818584209442236,20000,1.264,25.27995752967135
1730818584309442354,20000,1.47,29.399965308040937
1730818584409442583,15000,1.2,23.999945040125862
1730818584509442651,15000,1.1066666666666667,16.599988712007676
1730818584609442799,15000,1.104,16.559975491236273
1730818584709443017,15000,1.1893333333333334,17.839961108884786
1730818584809443415,15000,1.072,16.079936001854715
1730818584909443443,15000,1.1013333333333333,16.519995374401294
1730818585009443531,15000,1.136,17.039985004813197
1730818585109443930,15000,1.16,17.399930574277008
1730818585209443998,15000,1.088,16.319988902407548
1730818585309444216,15000,1.2933333333333332,19.3999577080922
