time,target,error,control_output,wiops_output
1731078011710378543,20,20.0,144533,144533
1731078011810378501,20,-26.96001972320829,-92122,-92122
1731078011910378509,20,20.0,140525,140525
1731078012010378576,20,-27.039968483221116,-96553,-96553
1731078012110378524,20,20.0,136471,136471
1731078012210378602,20,-22.63996674082594,-77354,-77354
1731078012310378670,20,14.000004079997225,103242,103242
1731078012410378758,20,-25.959959555235592,-99875,-99875
1731078012510378856,20,19.68000031359969,126372,126372
1731078012610378874,20,-26.039991712801495,-103914,-103914
1731078012710378761,20,19.879999864399846,123767,123767
1731078012810378859,20,-26.439954488844606,-109575,-109575
1731078012910378857,20,19.5199999904,118087,118087
1731078013010378835,20,-26.84001030480227,-115674,-115674
1731078013110378843,20,20.0,116408,116408
1731078013210378850,20,-22.679997012400207,-97628,-97628
1731078013310378888,20,16.000001519999422,93725,93725
1731078013410379127,20,-26.99988767026847,-124305,-124305
1731078013510379204,20,20.0,108530,108530
1731078013610379433,20,-26.519893469443957,-125799,-125799
1731078013710379551,20,19.960000047199944,104564,104564
1731078013810379578,20,-21.67998874640304,-103999,-103999
1731078013910379686,20,13.000007559991836,66792,66792
1731078014010379845,20,-25.759927241715687,-130559,-130559
1731078014110379922,20,18.80000092399929,90095,90095
1731078014210380181,20,-26.559879409912327,-138795,-138795
1731078014310380439,20,20.0,91968,91968
1731078014410380647,20,-25.759904819397974,-138345,-138345
1731078014510380665,20,17.960000367199935,77870,77870
1731078014610380563,20,-26.640047572848523,-147488,-147488
1731078014710380620,20,19.880000068399962,83019,83019
1731078014810380718,20,-26.87995405764503,-152648,-152648
1731078014910380947,20,20.0,79622,79622
1731078015010381205,20,-26.759879359511253,-155976,-155976
1731078015110381493,20,20.0,75729,75729
1731078015210381772,20,-26.439870432761495,-158177,-158177
1731078015310381870,20,20.0,72021,72021
1731078015410381968,15,-31.759954175244914,-190001,-190001
1731078015510382256,15,14.800000575998341,37768,37768
1731078015610382464,15,-31.359903571400572,-197654,-197654
1731078015710382502,15,14.960000015199995,29077,29077
1731078015810382660,15,-26.239934840902954,-180040,-180040
1731078015910382758,15,15.0,22792,22792
1731078016010382886,15,-17.999957760054073,-142966,-142966
1731078016110382914,15,15.0,21065,21065
1731078016210382851,15,-11.920016959610688,-112563,-112563
1731078016310382999,15,15.0,22839,22839
1731078016410383248,15,-14.399926794182285,-123895,-123895
1731078016510383396,15,15.0,23184,23184
1731078016610383514,15,-15.679963797642717,-130314,-130314
1731078016710383622,15,15.0,22793,22793
1731078016810383660,15,-13.99998898000419,-121827,-121827
1731078016910383657,15,15.0,23368,23368
1731078017010383795,15,-22.239948608870925,-164798,-164798
1731078017110383883,15,15.0,19199,19199
1731078017210383961,15,-8.199981904014113,-94769,-94769
1731078017310383979,15,15.0,23115,23115
1731078017410384047,15,-14.039980252813429,-121716,-121716
1731078017510384285,15,15.0,23668,23668
1731078017610384393,15,-22.279959737643487,-164710,-164710
1731078017710384451,15,15.0,19476,19476
1731078017810384429,15,-12.480006045601332,-117111,-117111
1731078017910384467,15,15.0,20927,20927
1731078018010384465,15,-10.440000508800011,-104879,-104879
1731078018110384402,15,-11.240016531210419,-108646,-108646
1731078018210384510,15,15.0,23553,23553
1731078018310384488,15,-18.080007277601602,-142629,-142629
1731078018410384536,15,14.520000230399889,19242,19242
1731078018510384754,15,-14.519935646540294,-125865,-125865
1731078018610384652,15,15.0,21779,21779
1731078018710384800,15,-12.03995998085923,-112482,-112482
1731078018810385018,15,15.0,23484,23484
1731078018910385036,15,-17.75999410320106,-141007,-141007
1731078019010385174,15,15.0,21894,21894
1731078019110385172,15,-16.120000622400017,-133929,-133929
1731078019210385249,15,15.0,21249,21249
1731078019310385207,15,-14.200012264005153,-124427,-124427
1731078019410385155,15,15.0,21710,21710
1731078019510385213,15,-14.439982924809904,-125235,-125235
1731078019610385341,15,15.0,22033,22033
1731078019710385409,15,-16.39997864801452,-135271,-135271
1731078019810385426,15,15.0,21226,21226
1731078019910385555,15,-18.319957017255447,-146223,-146223
1731078020010385843,15,15.0,19315,19315
1731078020110385961,15,-11.239969036836538,-110719,-110719
1731078020210386009,15,15.0,21480,21480
1731078020310386087,15,-13.31997791041723,-119546,-119546
1731078020410386335,10,10.0,-3976,-3976
1731078020510386573,10,10.0,1782,1782
1731078020610386691,10,10.0,7541,7541
1731078020710386819,10,4.360007219190758,-16506,-16506
1731078020810387077,10,10.0,15810,15810
1731078020910387336,10,-9.35994985772987,-80743,-80743
1731078021010387634,10,10.0,16179,16179
1731078021110387852,10,-11.399953348101704,-91156,-91156
1731078021210388100,10,10.0,15373,15373
1731078021310388289,10,-7.439967038462299,-71034,-71034
1731078021410388407,10,10.0,16847,16847
1731078021510388535,10,-15.399967488041618,-111627,-111627
1731078021610388572,10,10.0,13737,13737
1731078021710388650,10,-9.75998458721202,-84931,-84931
1731078021810388899,10,10.0,13875,13875
1731078021910389087,10,-5.039971724853158,-59848,-59848
1731078022010389045,10,10.0,16732,16732
1731078022110389102,10,-9.439988919206318,-80245,-80245
1731078022210389130,10,10.0,17054,17054
1731078022310389318,10,-11.919958790477477,-93029,-93029
1731078022410389366,10,10.0,15948,15948
1731078022510389314,10,-9.280010025605215,-80183,-80183
1731078022610389412,10,10.0,16363,16363
1731078022710389540,10,-13.03997050883775,-99639,-99639
1731078022810389668,10,10.0,14612,14612
1731078022910389916,10,-6.839958236903573,-68623,-68623
1731078023010390024,10,10.0,16432,16432
1731078023110390162,10,-20.399958048057897,-138465,-138465
1731078023210390350,10,10.0,10443,10443
1731078023310390278,10,-4.840010684807693,-62223,-62223
1731078023410390416,10,9.880000165599771,12781,12781
1731078023510390634,10,-5.519966166473759,-62914,-62914
1731078023610390702,10,10.0,15925,15925
1731078023710390870,10,-13.239960956865591,-101133,-101133
1731078023810390788,10,10.0,14060,14060
1731078023910390866,10,-16.47997934561611,-120122,-120122
1731078024010390854,10,10.0,10328,10328
1731078024110390962,10,-1.599987472013531,-45216,-45216
1731078024210391090,10,10.0,15165,15165
1731078024310391147,10,-7.559989990805704,-71876,-71876
1731078024410391095,10,10.0,16570,16570
1731078024510391113,10,-10.439996320800663,-85691,-85691
1731078024610391171,10,10.0,16317,16317
1731078024710391399,10,-14.799943456128922,-108986,-108986
1731078024810391317,10,10.0,13553,13553
1731078024910391345,10,-11.31999403040167,-93359,-93359
1731078025010391372,10,10.0,12793,12793
1731078025110391460,10,-10.199982224015645,-88200,-88200
1731078025210391568,10,10.0,12678,12678
1731078025310391716,10,-5.479977089633907,-63371,-63371
1731078025410391975,5,5.0,-11142,-11142
1731078025510392103,5,5.0,-8263,-8263
1731078025610392221,5,5.0,-5384,-5384
1731078025710392499,5,5.0,-2504,-2504
1731078025810392757,5,5.0,374,374
1731078025910393026,5,5.0,3253,3253
1731078026010393154,5,3.1200024063969196,-3802,-3802
1731078026110393242,5,5.0,7929,7929
1731078026210393470,5,-0.5999872320291111,-18785,-18785
1731078026310393468,5,5.0,10463,10463
1731078026410393465,5,-8.520000405600014,-58107,-58107
1731078026510393443,5,5.0,8436,8436
1731078026610393431,5,-6.840001420800171,-51255,-51255
1731078026710393449,5,5.0,7377,7377
1731078026810393486,5,-0.7599978688007889,-20184,-20184
1731078026910393765,5,5.0,9818,9818
1731078027010394033,5,-8.759963123298832,-60020,-60020
1731078027110394171,5,5.0,7653,7653
1731078027210394259,5,-0.7999948960044918,-20118,-20118
1731078027310394377,5,5.0,10072,10072
1731078027410394435,5,-10.559990975205235,-69279,-69279
1731078027510394373,5,5.0,6870,6870
1731078027610394370,5,-4.76000029280001,-41829,-41829
1731078027710394408,5,5.0,7008,7008
1731078027810394506,5,-0.5599945512053406,-19495,-19495
1731078027910394684,5,5.0,9565,9565
1731078028010394662,5,-10.520003414400751,-69575,-69575
1731078028110394700,5,5.0,6386,6386
1731078028210394788,5,-0.47999517760424393,-19694,-19694
1731078028310395046,5,5.0,8989,8989
1731078028410395264,5,-6.759974363255889,-50280,-50280
1731078028510395302,5,5.0,7975,7975
1731078028610395570,5,-2.839978988856311,-30577,-30577
1731078028710395769,5,5.0,9219,9219
1731078028810395786,5,-2.7599986808002246,-28910,-28910
1731078028910395945,5,5.0,10509,10509
1731078029010395972,5,-10.119995917601104,-66516,-66516
1731078029110395930,5,5.0,7561,7561
1731078029210396058,5,-0.5999928320091756,-19154,-19154
1731078029310396166,5,5.0,10095,10095
1731078029410396214,5,-4.559995411202204,-37548,-37548
1731078029510396322,5,5.0,10348,10348
1731078029610396580,5,-4.359975851262304,-36237,-36237
1731078029710396788,5,5.0,10717,10717
1731078029810396686,5,-8.560013831214107,-58065,-58065
1731078029910396774,5,5.0,8667,8667
1731078030010396722,5,-2.5600039312020453,-28406,-28406
1731078030110396820,5,5.0,10072,10072
1731078030210397088,5,-11.079956905715495,-72027,-72027
1731078030310397346,5,5.0,6570,6570
