time,dispatch
1731078208864972077,0
1731078208964972034,49.72002137960919
1731078209064972213,48.23991365055457
1731078209164972441,45.23989685303518
1731078209264972549,45.79995053605342
1731078209364972687,52.75992719130048
1731078209464972925,25.11994021454229
1731078209564972963,45.639982656806595
1731078209664973191,48.559889283452435
1731078209764973500,50.27984463528008
1731078209864973758,49.03987347712643
1731078209964973886,48.99993728008029
1731078210064973833,49.04002599121378
1731078210164973992,49.439921390524994
1731078210264974200,48.99989808021199
1731078210364974208,49.11999607040032
1731078210464974185,45.64001049720241
1731078210564974243,52.239969700817575
1731078210664974471,47.47989174584682
1731078210764974780,48.399850444462125
1731078210864974848,51.23996515682369
1731078210964974906,49.39997134801662
1731078211064974873,49.44001631520538
1731078211164975021,49.11992730250759
1731078211264975320,48.59985468643449
1731078211364975458,49.95993105529515
1731078211464975425,49.28001626240537
1731078211564975463,49.35998124320713
1731078211664975531,49.35996643522282
1731078211764975699,49.479916873739654
1731078211864975767,48.839966788822586
1731078211964976036,46.95987367793981
1731078212064976154,51.55993915927179
1731078212164976181,48.519986899603545
1731078212264976159,49.92001098240242
1731078212364976247,48.719957126437734
1731078212464976265,49.2399911368016
1731078212564976493,49.19988782425576
1731078212664976441,49.68002583361344
1731078212764976469,48.919986302403835
1731078212864976436,48.6800160644053
1731078212964976384,49.84002591681348
1731078213064976512,49.159937075280546
1731078213164976480,48.32001546240495
1731078213264976447,50.560016684805504
1731078213364976515,48.879966761622605
1731078213464976673,49.639921568923924
1731078213564976691,49.2799911296016
1731078213664976699,49.19999606400032
1731078213764976667,49.00001568000502
1731078213864976825,1.7599972192043938
1731078213964976903,45.31996465042757
1731078214064976961,1.5199991184005115
1731078214164976928,42.12001389960459
1731078214264976926,50.64000101280003
1731078214364977044,0.0
1731078214464977262,44.95990198741367
1731078214564977290,36.9999896400029
1731078214664977458,45.87992292172949
1731078214764977526,29.679979817613724
1731078214864977484,45.48001910160803
1731078214964977482,13.160000263200006
1731078215064977419,42.200026586016754
1731078215164977567,52.119922862514166
1731078215264977685,1.5199982064021165
1731078215364977814,44.639942414474284
1731078215464978062,41.1998978242534
1731078215564978240,45.35991925934372
1731078215664978258,18.599996652000602
1731078215764978235,44.96001034080238
1731078215864978323,31.39997236802432
1731078215964978491,45.639923324928816
1731078216064978509,13.319997602400433
1731078216164978517,45.359996371200296
1731078216264978495,28.68000630960139
1731078216364978543,45.47997816961048
1731078216464978591,27.239986924806278
1731078216564978869,44.03987756914036
1731078216664978967,34.559966131233196
1731078216764978975,45.399996368000295
1731078216864979083,15.55998319521815
1731078216964979201,45.55994623926344
1731078217064979208,19.079998664400094
1731078217164979226,45.23999185680147
1731078217264979284,32.95998088321109
1731078217364979252,38.96001246720399
1731078217464979260,55.47999556160036
1731078217564979257,1.6400000492000015
1731078217664979325,43.199970624019976
1731078217764979303,49.84001096480241
1731078217864979321,0.0
1731078217964979369,38.83998135680895
1731078218064979567,55.67988975381829
1731078218164979535,1.6400005248001681
1731078218264979552,45.079992336401304
1731078218364979620,44.91996945442077
1731078218464979899,43.35987902593752
1731078218564980087,39.399925928139254
1731078218664980125,45.83998258080663
1731078218764980353,13.279969721669035
1731078218864980651,45.55986423160459
1731078218964980910,1.599995856010733
1731078219064981048,45.07993778968585
1731078219164981095,1.8399991352004066
1731078219264981033,43.20002678401661
1731078219364981051,3.3199994024001076
1731078219464980999,44.7200232544121
1731078219564981127,1.7999976960029493
1731078219664981305,45.03991982894271
1731078219764981373,1.679998857600777
1731078219864981360,45.04000585520077
1731078219964981308,1.4400007488003896
1731078220064981336,44.75998746720351
1731078220164981314,1.7200003784000832
1731078220264981422,45.479950881653046
1731078220364981540,1.6399980648022836
1731078220464981547,45.27999683040022
1731078220564981645,1.6799983536016136
1731078220664981894,45.079887751079504
1731078220764982202,1.5999950720151783
1731078220864982380,45.439919116943976
1731078220964982318,1.8400011408007073
1731078221064982396,45.1999647440275
1731078221164982273,3.88000477240587
1731078221264982351,45.07996483762743
1731078221364982409,1.5999990720005384
1731078221464982647,40.87990270583156
1731078221564982595,12.080006281603268
1731078221664982673,45.039964868827404
1731078221764982951,1.7999949960139112
1731078221864983190,45.039892354657276
1731078221964983428,1.6799960016095163
1731078222064983576,44.99993340009857
1731078222164983704,1.6799978496027528
1731078222264983942,45.31989213865671
1731078222364984090,1.8399972768040305
1731078222464984168,44.75996508722723
1731078222564984076,1.6800015456014221
1731078222664984234,44.79992921611184
1731078222764984432,3.679992713614427
1731078222864984350,44.96003686723024
1731078222964984448,1.8799981576018057
1731078223064984375,44.84003273322389
1731078223164984393,1.8399996688000597
1731078223264984391,44.92000089840002
1731078223364984389,1.6400000328000008
1731078223464984476,45.71996022363461
1731078223564984594,1.199998584001671
