time,target,error,control_output,wiops_output
1731078106643239814,50,50,264239,264239
1731078106743240082,50,6.480116633287416,59307,59307
1731078106843240291,50,-4.919885217439898,2792,2792
1731078106943240278,50,44.1599992407999,259336,259336
1731078107043240306,50,2.880013193596305,64951,64951
1731078107143240274,50,3.039984972795189,65705,65705
1731078107243240362,50,-1.11995501443959,45471,45471
1731078107343240520,50,0.7200778622769803,54136,54136
1731078107443240588,50,0.9600333471773226,55266,55266
1731078107543240706,50,0.9200579143316645,55077,55077
1731078107643240724,50,0.6000088919983995,53570,53570
1731078107743240822,50,0.7600482551527037,54324,54324
1731078107843240739,50,1.1199594295663218,56019,56019
1731078107943240877,50,8.680057021521307,91618,91618
1731078108043241156,50,-6.959841082043383,13964,13964
1731078108143241234,50,27.84001728478652,193865,193865
1731078108243241311,50,3.2800359743722964,78214,78214
1731078108343241289,50,9.599991111998044,107975,107975
1731078108443241347,50,-7.879966429619472,21125,21125
1731078108543241595,50,16.440083228593593,145113,145113
1731078108643241573,50,2.8799896335977166,81260,81260
1731078108743241491,50,0.9199597543669924,72030,72030
1731078108843241629,50,1.0800675095068328,72784,72784
1731078108943241917,50,4.520130982022771,88983,88983
1731078109043242105,50,-2.5999011121859112,53959,53959
1731078109143242053,50,1.1599746031867895,71663,71663
1731078109243242101,50,3.5200223103892867,82777,82777
1731078109343242059,50,-2.2400219408092212,54363,54363
1731078109443242096,50,0.9200181595932762,69244,69244
1731078109543242024,50,10.519971574379532,114449,114449
1731078109643242162,50,-9.559917807313433,14389,14389
1731078109743242410,50,26.32005872625436,198502,198502
1731078109843242608,50,2.9600931390155836,88502,88502
1731078109943242506,50,0.8399498567488521,78518,78518
1731078110043242614,50,0.6400533087424236,77577,77577
1731078110143242562,50,0.7599743951866813,78142,78142
1731078110243242570,50,0.28000397759967655,75881,75881
1731078110343242657,50,0.7600428387627289,78142,78142
1731078110443242916,50,0.8001274276699633,78331,78331
1731078110543243104,50,1.0800919694270945,79649,79649
1731078110643243182,50,5.520034694372939,100556,100556
1731078110743243400,50,-3.5998831522547334,55538,55538
1731078110843243628,50,0.8801119933446486,76634,76634
1731078110943243596,50,0.8799842815949646,76634,76634
1731078111043243644,50,1.0000235199887086,77199,77199
1731078111143243521,50,1.1599399267261106,77952,77952
1731078111243243629,50,1.0000529199428456,77199,77199
1731078111343243707,50,0.8000383759700682,76257,76257
1731078111443243956,50,1.0401219100964454,77388,77388
1731078111543244214,35,-14.159873167527223,-2341,-2341
1731078111643244382,35,34.16000141119763,244864,244864
1731078111743244310,35,-11.84003372482428,21435,21435
1731078111843244448,35,-4.439945572875111,53725,53725
1731078111943244696,35,-12.239882845090541,9947,9947
1731078112043244964,35,13.440057780645144,138611,138611
1731078112143245062,35,-12.23995370484537,10638,10638
1731078112243245080,35,17.480003153599434,160653,160653
1731078112343245218,35,-12.039935084889585,14712,14712
1731078112443245336,35,9.240030396764134,120239,120239
1731078112543245364,35,-11.999986840003686,13311,13311
1731078112643245392,35,-0.5999900320027933,66647,66647
1731078112743245419,35,-12.199987256003446,4998,4998
1731078112843245447,35,27.200002183999388,206193,206193
1731078112943245736,35,-11.43986578878787,17653,17653
1731078113043245984,35,7.68006775343197,112110,112110
1731078113143246172,35,-11.999911640166118,12528,12528
1731078113243246110,35,14.439987252792097,145347,145347
1731078113343246238,35,-11.839940044876748,14779,14779
1731078113443246436,35,11.320046886307164,130356,130356
1731078113543246434,35,-12.04000094080002,13422,13422
1731078113643246361,35,11.639982947187551,131633,131633
1731078113743246469,35,-12.199949024055059,12347,12347
1731078113843246708,35,15.320047035087583,150758,150758
1731078113943246735,35,-11.71998738560341,16680,16680
1731078114043246974,35,-1.7599121438099772,62568,62568
1731078114143246871,35,-10.120046473647875,17373,17373
1731078114243246929,35,5.600017051990108,94622,94622
1731078114343246917,35,-12.240005668800677,3566,3566
1731078114443247025,35,29.000006479993,214462,214462
1731078114543247183,35,-2.3599409712932626,65432,65432
1731078114643247191,35,-24.519995238400384,-53037,-53037
1731078114743247249,35,34.88000006959996,246758,246758
1731078114843247497,35,-12.399882448291528,16980,16980
1731078114943247835,35,3.4001068076389913,93339,93339
1731078115043247903,35,-11.959968067221716,14122,14122
1731078115143247981,35,7.680021309583378,111028,111028
1731078115243247889,35,-8.920040406437181,27723,27723
1731078115343247977,35,-17.47995381764065,-22650,-22650
1731078115443247994,35,35.0,244628,244628
1731078115543247982,35,-11.64000559680067,18301,18301
1731078115643247890,35,5.599972951975111,102707,102707
1731078115743247948,35,-12.31997255441592,11229,11229
1731078115843247966,35,17.12000321839942,159718,159718
1731078115943248033,35,-11.95996853682108,15896,15896
1731078116043248252,35,9.240056414276452,121046,121046
1731078116143248290,35,-12.199982064006818,13061,13061
1731078116243248528,35,11.440056072666547,130968,130968
1731078116343248666,35,-9.879938065685472,24884,24884
1731078116443248794,35,-12.159939635277269,7145,7145
1731078116543248952,35,29.16000922718542,218510,218510
1731078116643248900,20,-27.280024585612793,-62970,-62970
1731078116743248998,20,20.0,171184,171184
1731078116843249015,20,-22.91999270360124,-44121,-44121
1731078116943249063,20,12.480003609598267,129761,129761
1731078117043249221,20,-26.63992630891643,-69792,-69792
1731078117143249309,20,19.560000387199658,159023,159023
1731078117243249578,20,-25.239878304727362,-66470,-66470
1731078117343249776,20,18.2400034847931,148776,148776
1731078117443249844,20,-26.999968040021734,-79803,-79803
1731078117543250082,20,19.240001808795697,149017,149017
1731078117643250190,20,-24.239952220851606,-69685,-69685
1731078117743250348,20,17.480003981593708,136836,136836
1731078117843250586,20,-26.879888425865545,-87529,-87529
1731078117943250734,20,19.800000295999563,143684,143684
1731078118043250782,20,-26.71997757441077,-90761,-90761
1731078118143250710,20,20.0,140756,140756
1731078118243250858,20,-26.759930795302424,-94842,-94842
1731078118343251106,20,20.0,136863,136863
1731078118443251274,20,-22.759928163320687,-77596,-77596
1731078118543251202,20,13.99999567999689,103565,103565
1731078118643251360,20,-26.75992611931673,-103780,-103780
1731078118743251488,20,19.64000046079941,126023,126023
1731078118843251486,20,-26.68000093360002,-107457,-107457
1731078118943251503,20,19.880000020399997,123237,123237
1731078119043251471,20,-26.40001484800475,-109894,-109894
1731078119143251509,20,19.560000167199938,117791,117791
1731078119243251467,20,-26.64001958880823,-115101,-115101
1731078119343251595,20,19.680000409599476,114348,114348
1731078119443251813,20,-26.919897714622984,-120588,-120588
1731078119543251871,20,19.480000301599826,109122,109122
1731078119643252079,20,-26.95990232340317,-125084,-125084
1731078119743252007,20,19.799999855999896,106506,106506
1731078119843251994,20,-26.880006094400798,-128785,-128785
1731078119943252002,20,19.520000038399996,100949,100949
1731078120043252000,20,-14.76000069520002,-68972,-68972
1731078120143252088,20,2.000015839986059,11101,11101
1731078120243252016,20,9.519992454394567,51994,51994
1731078120343252084,20,-26.319968502421418,-131929,-131929
1731078120443252021,20,19.879999924399954,97070,97070
1731078120543252149,20,-26.839940044876748,-138386,-138386
1731078120643252347,20,20.0,93696,93696
1731078120743252395,20,-26.959977459210826,-142959,-142959
1731078120843252654,20,20.0,89688,89688
1731078120943252892,20,-26.879888425865545,-146544,-146544
1731078121043253030,20,19.760000331199542,84458,84458
1731078121143253138,20,-26.559949715254312,-148953,-148953
1731078121243253366,20,19.800000455998962,80753,80753
1731078121343253284,20,-26.800038376031473,-154115,-154115
1731078121443253261,20,20.0,77779,77779
1731078121543253389,20,-26.999939840077012,-159087,-159087
1731078121643253628,15,14.880000286799314,46690,46690
1731078121743253545,15,-27.2400350592291,-167335,-167335
1731078121843253693,15,7.000011839982476,-2071,-2071
1731078121943253871,15,15.0,44238,44238
1731078122043253889,15,-31.719991590401513,-194028,-194028
1731078122143254017,15,14.480000665599148,31861,31861
1731078122243254095,15,-31.6799635896284,-203745,-203745
1731078122343254053,15,14.599999831999929,22591,22591
1731078122443254071,15,-14.119994758400946,-120780,-120780
1731078122543254169,15,15.0,24981,24981
1731078122643254287,15,-16.919962334444445,-135070,-135070
1731078122743254385,15,15.0,23875,23875
1731078122843254282,15,-15.880031806432765,-130680,-130680
1731078122943254460,15,15.0,23368,23368
1731078123043254608,15,-15.719954534467291,-130341,-130341
1731078123143254686,15,15.0,22954,22954
1731078123243254824,15,-17.679954901662235,-141114,-141114
1731078123343254792,15,15.0,21411,21411
1731078123443254950,15,-13.919954306472196,-122786,-122786
1731078123543255138,15,15.0,22032,22032
1731078123643255156,15,-14.119994758400946,-123221,-123221
1731078123743255134,15,15.0,22539,22539
1731078123843255072,15,-13.040017384810778,-117007,-117007
1731078123943255079,15,15.0,23668,23668
1731078124043255207,15,-23.11995120646246,-169149,-169149
1731078124143255406,15,15.0,18992,18992
1731078124243255373,15,-7.480007418402447,-91171,-91171
1731078124343255301,15,15.0,23322,23322
1731078124443255359,15,-18.07998081361113,-142859,-142859
1731078124543255417,15,15.0,21549,21549
1731078124643255354,15,-18.12002086561315,-144844,-144844
1731078124743255392,15,15.0,19752,19752
1731078124843255400,15,-8.639998108800153,-96541,-96541
1731078124943255338,15,15.0,23415,23415
1731078125043255346,15,-15.079997593600194,-126913,-126913
1731078125143255393,15,15.0,23369,23369
1731078125243255411,15,-13.99999478000094,-121251,-121251
1731078125343255329,15,15.0,23944,23944
1731078125443255357,15,-18.1999907040026,-142871,-142871
1731078125543255475,15,15.0,22102,22102
1731078125643255583,15,-12.15997066723168,-112794,-112794
1731078125743255671,15,15.0,23737,23737
1731078125843255558,15,-16.160035210839787,-132298,-132298
1731078125943255586,15,15.0,23069,23069
1731078126043255644,15,-14.719982762409998,-125356,-125356
1731078126143255712,15,15.0,23230,23230
1731078126243255850,15,-19.799951976066275,-152041,-152041
1731078126343255828,15,15.0,20466,20466
1731078126443255976,15,-14.479956369664574,-126690,-126690
1731078126543256174,15,15.0,20766,20766
1731078126643256182,10,-17.399997808000176,-141822,-141822
1731078126743256149,10,10.0,-7039,-7039
1731078126843256087,10,10.0,-1281,-1281
1731078126943256165,10,10.0,4477,4477
1731078127043256213,10,6.2400018047991335,-9634,-9634
1731078127143256341,10,10.0,13829,13829
1731078127243256359,10,-12.599995932000734,-99847,-99847
1731078127343256487,10,10.0,12332,12332
1731078127443256655,10,-5.3599741952433515,-63083,-63083
1731078127543256713,10,10.0,15004,15004
1731078127643256981,10,-6.999954440122103,-69078,-69078
1731078127743257169,10,10.0,16731,16731
1731078127843257267,10,-10.919979498420094,-88067,-88067
1731078127943257445,10,10.0,16202,16202
1731078128043257463,10,-9.199996544000623,-79507,-79507
1731078128143257521,10,10.0,16662,16662
1731078128243257649,10,-8.879975833630937,-77355,-77355
1731078128343257687,10,10.0,17307,17307
1731078128443257644,10,-12.760009786804208,-97215,-97215
1731078128543257632,10,10.0,15718,15718
1731078128643257710,10,-7.399986428010585,-70478,-70478
1731078128743257738,10,10.0,17215,17215
1731078128843257996,10,-11.359944891342181,-89908,-89908
1731078128943258114,10,10.0,16432,16432
1731078129043258212,10,-14.519975970423552,-107391,-107391
1731078129143258220,10,10.0,13829,13829
1731078129243258118,10,-5.480015789616106,-62220,-62220
1731078129343258115,10,10.0,16432,16432
1731078129443258233,10,-10.599975692028682,-86675,-86675
1731078129543258141,10,10.0,16087,16087
1731078129643258129,10,-15.640003076800369,-113656,-113656
1731078129743258237,10,10.0,12839,12839
1731078129843258194,10,-7.440007499203226,-73568,-73568
1731078129943258292,10,10.0,14313,14313
1731078130043258541,10,-10.919947909329707,-90485,-90485
1731078130143258669,10,10.0,13783,13783
1731078130243258737,10,-5.679989337607251,-63323,-63323
1731078130343258754,10,10.0,16271,16271
1731078130443258973,10,-13.23994910451146,-100788,-100788
1731078130543258920,10,10.0,14405,14405
1731078130643258888,10,-5.680005017601607,-62701,-62701
1731078130743259026,10,10.0,16893,16893
1731078130843259204,10,-16.919952082485295,-119614,-119614
1731078130943259302,10,10.0,12908,12908
1731078131043259500,10,-3.159973943251593,-50880,-50880
1731078131143259498,10,10.0,16847,16847
1731078131243259576,10,-15.19998034401533,-110570,-110570
1731078131343259654,10,10.0,13852,13852
1731078131443259672,10,-9.319996522400626,-82490,-82490
