time,dispatch
1731078246932517731,0
1731078247032517759,51.11998568640401
1731078247132517687,43.28003116162244
1731078247232517735,47.11997738241086
1731078247332517722,41.40000538200071
1731078247432517770,56.79997273601309
1731078247532518049,1.7999949780140114
1731078247632518317,46.5998751123347
1731078247732518455,49.07993226969347
1731078247832518483,48.71998635840382
1731078247932518410,49.320036003626285
1731078248032518408,49.000000980000024
1731078248132518456,48.99997648001129
1731078248232518454,49.280000985600026
1731078248332518562,48.95994712325711
1731078248432518820,49.39987254832882
1731078248532518978,49.079922453722524
1731078248632518916,49.40003062801899
1731078248732518974,49.079971533616515
1731078248832519042,49.319966462422805
1731078248932519230,48.31990915857079
1731078249032519358,46.79994009607668
1731078249132519466,52.719943062461496
1731078249232519444,49.16001081520238
1731078249332519471,47.319987223603455
1731078249432519439,51.16001637120524
1731078249532519567,45.99994112007537
1731078249632519765,48.83990329699147
1731078249732519793,53.07998513760416
1731078249832519761,49.00001568000502
1731078249932519688,49.04003579922613
1731078250032519736,49.519976230411416
1731078250132519864,46.79994009607668
1731078250232520083,51.19988787224556
1731078250332520331,49.319877686703336
1731078250432520449,50.03994095286968
1731078250532520587,49.23993204889378
1731078250632520715,48.95993733128022
1731078250732520813,49.11995186244718
1731078250832520791,49.24001083280238
1731078250932520848,48.95997209281591
1731078251032521107,49.079872883129234
1731078251132521385,49.039863669179
1731078251232521623,49.15988299947846
1731078251332521882,49.43987195073165
1731078251432522120,49.239882809078914
1731078251532522398,49.07986355797931
1731078251632522626,49.27988764185618
1731078251732522844,48.95989326743268
1731078251832522752,49.08004515364155
1731078251932522860,49.079946993657245
1731078252032522788,1.9200013824009954
1731078252132522936,46.99993044010295
1731078252232523094,1.8799970296046933
1731078252332523202,46.479949801654215
1731078252432523390,21.319959918475355
1731078252532523328,47.000029140018064
1731078252632523366,19.479992597602816
1731078252732523323,47.00002021000869
1731078252832523311,33.640004036800484
1731078252932523399,47.03995860483643
1731078253032523627,13.679968809671115
1731078253132523685,46.87997280961577
1731078253232523843,24.079961953660113
1731078253332523831,47.04000564480068
1731078253432523879,21.319989766404913
1731078253532523957,46.91996340242854
1731078253632524185,27.479937345742854
1731078253732524473,47.0798644099905
1731078253832524551,15.919987582409686
1731078253932524669,47.199944304065724
1731078254032524627,23.68000994560418
1731078254132524645,46.59999161200151
1731078254232524562,30.080024966420723
1731078254332524640,46.87996343362852
1731078254432524648,19.599998432000127
1731078254532524616,47.04001505280482
1731078254632524634,17.59999683200057
1731078254732524742,46.95994928325477
1731078254832524910,31.599946912089187
1731078254932524867,47.40002038200877
1731078255032524905,13.719994786401983
1731078255132524823,47.040038572831634
1731078255232524831,25.639997948800165
1731078255332524939,47.03994919685487
1731078255432525107,36.239939116902285
1731078255532525175,45.119969318420864
1731078255632525213,29.719988706404294
1731078255732525481,47.19987350433901
1731078255832525659,6.0799891776192645
1731078255932525577,47.040038572831634
1731078256032525604,23.55999363880172
1731078256132525652,47.03997742081084
1731078256232525620,21.560006899202207
1731078256332525618,44.04000088080002
1731078256432525636,52.15999061120169
1731078256532525603,1.9600006468002136
1731078256632525611,46.7199962624003
1731078256732525639,41.31998843040324
1731078256832525697,46.999972740015814
1731078256932525905,13.799971296059704
1731078257032525913,47.119996230400304
1731078257132525931,1.6799996976000544
1731078257232525828,46.80004820404965
1731078257332525996,1.8799968416053061
1731078257432526184,46.919911790565834
1731078257532526222,1.5999993920002311
1731078257632526350,46.63994030087642
1731078257732526438,1.879998345601456
1731078257832526496,46.75997287921573
1731078257932526624,1.8799975936030804
1731078258032526762,46.63993563688882
1731078258132526940,1.999996440006337
1731078258232526998,46.79997285601574
1731078258332527287,1.9999942200167042
1731078258432527525,46.71988880666464
1731078258532527803,1.719995218413293
1731078258632528001,46.83990725698363
1731078258732528219,1.8799959016089347
1731078258832528297,46.15996399522808
1731078258932528566,2.7999924680202612
1731078259032528724,46.63992630891643
1731078259132528782,1.8799989096006324
1731078259232529020,46.99988814026623
1731078259332528988,1.7200005504001763
1731078259432529015,46.759987374803416
1731078259532528993,1.960000431200095
1731078259632528931,46.60002889201791
1731078259732528999,1.9599986672009064
1731078259832528966,46.24001525920504
1731078259932528934,1.8400005888001885
1731078260032529052,46.95994458726539
1731078260132529190,1.9599972952037328
1731078260232529168,46.88001031360227
1731078260332529186,1.879999661600061
1731078260432529234,47.11997738241086
1731078260532529181,1.8000009540005057
1731078260632529219,46.479982337606714
1731078260732529187,1.9200006144001966
1731078260832529355,46.5199218465313
1731078260932529593,1.799995716010196
1731078261032529681,46.95995867523637
1731078261132529679,1.840000036800001
1731078261232529847,45.239923996927686
1731078261332529925,5.479995725603334
1731078261432529953,36.959989651202896
1731078261532529981,0.0
1731078261632530019,46.479982337606714
1731078261732530036,1.9599996668000566
1731078261832529994,46.92001970640828
1731078261932530072,1.8799985336011438
1731078262032530350,7.5999788720587365
1731078262132530629,0.0
1731078262232530757,42.23994593286921
1731078262332530724,0.0
1731078262432530692,27.84000890880285
1731078262532530830,0.0
1731078262632531018,30.679942321708438
1731078262732531096,0.0
1731078262832531364,30.879917241821794
1731078262932531633,0.0
1731078263032531861,31.67992776976469
1731078263132531979,0.0
1731078263232532147,30.639948524886478
1731078263332532255,0.0
1731078263432532353,27.639972912826547
1731078263532532541,0.0
1731078263632532649,29.039968636833873
1731078263732532777,0.0
1731078263832532785,34.15999726720022
1731078263932532783,0.0
1731078264032532911,32.91995786245394
1731078264132533179,0.0
1731078264232533347,23.11996115846525
1731078264332533305,0.0
1731078264432533263,33.32001399440588
1731078264532533381,0.0
1731078264632533579,32.43993576892718
1731078264732533526,0.0
1731078264832533594,25.079982945611597
1731078264932533572,0.0
1731078265032533540,32.640010444803345
