time,target,error,control_output,wiops_output
1731078174787699296,50,50,264239,264239
1731078174887699333,50,-7.199978836007837,-9257,-9257
1731078174987699491,50,49.200001263998004,284658,284658
1731078175087699509,50,3.3200084023984857,68613,68613
1731078175187699577,50,0.8400334287772679,56935,56935
1731078175287699575,50,0.8399990167999789,56935,56935
1731078175387699493,50,0.5999594919667786,55804,55804
1731078175487699500,50,0.8800034383997541,57123,57123
1731078175587699608,50,0.7600531791425666,56558,56558
1731078175687699786,50,0.840087504644238,56935,56935
1731078175787699754,50,1.079984345594987,58065,58065
1731078175887699722,50,0.8799842815949646,57123,57123
1731078175987699730,50,0.8400039327996822,56935,56935
1731078176087699858,50,0.6400631807191246,55993,55993
1731078176187700056,50,0.920097178207584,57312,57312
1731078176287700054,50,0.9599990191999765,57500,57500
1731078176387700041,50,17.679995798399453,136233,136233
1731078176487700089,50,-16.31996816641528,-33267,-33267
1731078176587700027,50,48.71999920639951,301056,301056
1731078176687700045,50,2.6400085247984677,84069,84069
1731078176787699972,50,1.1199643175739524,76911,76911
1731078176887699970,50,0.5199990103999781,74086,74086
1731078176987700028,50,1.3600282111836322,78041,78041
1731078177087699996,50,0.5999841919949418,74462,74462
1731078177187699974,50,4.479989985597797,92733,92733
1731078177287699981,50,-3.1599962788002642,54937,54937
1731078177387700089,50,0.8400530927426573,73773,73773
1731078177487700067,50,0.43998909679760345,71889,71889
1731078177587700075,50,1.360003891199689,76222,76222
1731078177687699973,50,0.03994904074802008,70006,70006
1731078177787700101,50,1.0800626175198431,74903,74903
1731078177887700239,50,0.7600679511062225,73397,73397
1731078177987700407,50,0.8800825214613681,73962,73962
1731078178087700485,50,0.8800383135701182,73961,73961
1731078178187700593,50,0.7200532223425213,73208,73208
1731078178287700620,50,1.0000132299964193,74526,74526
1731078178387700738,50,0.800058055931494,73585,73585
1731078178487700907,50,0.9200829450598249,74150,74150
1731078178587701005,50,0.8800481375528193,73962,73962
1731078178687701002,50,0.4799985143999521,72078,72078
1731078178787701170,50,0.9200824542614754,74150,74150
1731078178887701389,50,5.760096885387824,96941,96941
1731078178987701587,50,-4.279892525812798,47199,47199
1731078179087701534,50,1.3199741995863192,73568,73568
1731078179187701592,50,0.28002883758327357,68671,68671
1731078179287701610,50,1.0000088199984134,72062,72062
1731078179387701568,50,0.27997911759122474,68671,68671
1731078179487701676,50,0.6400533087424236,70367,70367
1731078179587701914,50,0.800117095721312,71120,71120
