time,dispatch
1731078034476770123,0
1731078034576770121,43.52000087040002
1731078034676770219,54.87994621765271
1731078034776770357,5.7999919960110455
1731078034876770455,42.839958016841145
1731078034976770583,50.799934976083236
1731078035076770610,48.91998679160357
1731078035176770658,45.43997818881047
1731078035276770676,53.15999043120173
1731078035376770584,49.24004530084168
1731078035476770692,49.47994656165771
1731078035576770860,49.03991761293841
1731078035676770848,48.9200058704007
1731078035776770845,48.28000144840005
1731078035876770923,50.31996075043061
1731078035976770851,48.60003499202519
1731078036076770879,49.39998616800387
1731078036176770836,49.2000211560091
1731078036276770874,49.27998127360712
1731078036376770952,45.3599646192276
1731078036476771210,53.39986222835545
1731078036576771549,49.31983280576679
1731078036676771697,48.91992759850716
1731078036776771705,49.19999606400032
1731078036876771773,43.4799704336201
1731078036976771921,55.35991806732126
1731078037076771848,31.60002306801684
1731078037176771866,45.23999185680147
1731078037276771994,49.07993717768042
1731078037376772182,48.95990795537305
1731078037476772270,48.99995688003795
1731078037576772378,49.47994656165771
1731078037676772396,49.159991151201595
1731078037776772534,49.359931883294
1731078037876772772,48.95988347547733
1731078037976772910,49.159932159293625
1731078038076772908,49.280000985600026
1731078038176773026,48.999942180068224
1731078038276773284,49.519872238729626
1731078038376773503,46.47989820902292
1731078038476773470,52.80001742400575
1731078038576773378,49.24004530084168
1731078038676773536,49.39992194812332
1731078038776773634,49.07995190164714
1731078038876773722,49.19995670403811
1731078038976773650,49.12003536642546
1731078039076773677,48.99998677000358
1731078039176773655,49.24001083280238
1731078039276773783,49.27993692168074
1731078039376773951,48.999917680138296
1731078039476773999,49.23997636481135
1731078039576773937,1.7600010912006765
1731078039676774025,44.75996061123467
1731078039776774223,21.399957628083897
1731078039876774291,45.119969318420864
1731078039976774539,23.559941571344904
1731078040076774827,45.15986993957458
1731078040176774976,21.639967756448044
1731078040276774963,45.04000585520077
1731078040376775031,37.39997456801729
1731078040476775019,45.040005404800645
1731078040576774957,15.600009672005996
1731078040676775045,45.19996022403501
1731078040776775343,25.559923831426982
1731078040876775591,45.03988830107701
1731078040976775849,23.559939215356824
1731078041076776008,39.239937608499204
1731078041176776015,55.07999614440027
1731078041276775983,1.9200006144001966
1731078041376776041,44.91997394641511
1731078041476776039,38.40000076800002
1731078041576776117,45.23996471282752
1731078041676776345,19.6399552209021
1731078041776776483,44.75993823128525
